Case ID,Site ID,Site Name,Url,Submission Date,Case Status,Comments,Username (last person),Site Type,Site Status,Implementing Partner / Donor Agency,Region ID,Region Name,Submission date,Submission date (reformatted),Agency,Donor,Activity date,Activity date (reformatted),Primary Activity,Sub-Activity,boys,girls,men,women,elderly men,elderly women,total participants,PWds,males,females,Indirect beneficiaries,Achieved,IB boys,IB girls,IB men,IB women,IB elderly men,IB elderly women,total indirect beneficiaries,Protection referral pathway (y/n) (based on safety audit),Topic,Topic(s),Other topic,Topic (calculated),Items distributed,Other items,number of leaflets,number of posters,number of hygiene kits,number of dignity kits,number of fire extinguishers,number of first aid kits,number of sand or flour bags,number of toolkits,number of other items,total number of IEC items,Summary,Photo,Photo2,Photo3,Attachment
40161780902941873F,GZA4838,Haratuna Site,https://app.zitemanager.org/#/sites/48789/submission-case-detail/40161780902941873F,2026-06-08,Closed,,tamara,IOM,Active,ACTED,260 - 2600123,Gaza - An Naser-Gaza,2026-06-08,08/06/26,ACTED,PRM,2026-05-20,20-05-26,Community Participation and Representation,Community or Committee Meeting,,,9,2,0,0,11,0,9,2,,11,,,,,,,,,"Site Management Committee Establishment, Coordination or Planning",,,committee_planning,,,,,,,,,,,,,"A coordination meeting was conducted to enhance understanding of the roles and importance of the committees, align efforts between ACTED and the formed committees, and follow up on progress and workflow. In addition, regular site-level coordination meetings were held with the committees to strengthen coordination, discuss site needs and challenges, improve service delivery, and support effective communication and response within the targeted sites.",,,,
71061780902976429S,GZA5471,Al-Jala' Site,https://app.zitemanager.org/#/sites/55639/submission-case-detail/71061780902976429S,2026-06-08,Closed,,abdullah90,IOM,Active,ACTED,260 - 2600123,Gaza - An Naser-Gaza,2026-06-08,08/06/26,ACTED,PRM,2026-04-20,20-04-26,Community Participation and Representation,Community or Committee Meeting,,,7,0,2,0,9,0,9,0,,9,,,,,,,,,"Site Management Committee Establishment, Coordination or Planning",,,committee_planning,,,,,,,,,,,,,"A coordination meeting was conducted to enhance understanding of the roles and importance of the committees, align efforts between ACTED and the formed committees, and follow up on progress and workflow. In addition, regular site-level coordination meetings were held with the committees to strengthen coordination, discuss site needs and challenges, improve service delivery, and support effective communication and response within the targeted sites.",,,,
40161778568809919C,GZA4124,Housing the building of the Insurance and Pensions Authority,https://app.zitemanager.org/#/sites/38245/submission-case-detail/40161778568809919C,2026-06-08,Closed,,tamara,IOM,Active,ACTED,260 - 2600118,Gaza - Northern Remal,2026-05-12,12/05/26,ACTED,PRM,2026-05-10,10-05-26,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,,,28,22,2,0,52,4,30,22,No,52,,,,,,,,,,Other,site improvement and maintenance - CFW,other site improvement and maintenance - CFW,No Items,,,,,,,,,,,0,"Awareness sessions on Cash for Work activities, including registration procedures, beneficiary selection criteria, and vulnerability-based targeting mechanisms for maintenance interventions.",,,,
40161778568361411V,GZA3314,Al Amal college,https://app.zitemanager.org/#/sites/32508/submission-case-detail/40161778568361411V,2026-06-08,Closed,,tamara,IOM,Active,ACTED,260 - 2600118,Gaza - Northern Remal,2026-05-12,12/05/26,ACTED,PRM,2026-05-10,10-05-26,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,,,31,28,,,59,0,31,28,No,59,,,,,,,,,,Other,site improvement and maintenance - CFW,other site improvement and maintenance - CFW,No Items,,,,,,,,,,,0,"Awareness sessions on Cash for Work activities, including registration procedures, beneficiary selection criteria, and vulnerability-based targeting mechanisms for maintenance interventions.",,,,
40161778572994137V,GZA4122,Al Buraq School and Camp,https://app.zitemanager.org/#/sites/38243/submission-case-detail/40161778572994137V,2026-06-08,Closed,,tamara,IOM,Active,ACTED,260 - 2600118,Gaza - Northern Remal,2026-05-12,12/05/26,ACTED,PRM,2026-05-10,10-05-26,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,,,30,20,,,50,6,30,20,No,50,,,,,,,,,,Other,site improvement and maintenance - CFW,other site improvement and maintenance - CFW,No Items,,,,,,,,,,,0,"Awareness sessions on Cash for Work activities, including registration procedures, beneficiary selection criteria, and vulnerability-based targeting mechanisms for maintenance interventions.",,,,
40161778567178546V,GZA5001,Alwaad,https://app.zitemanager.org/#/sites/51310/submission-case-detail/40161778567178546V,2026-06-08,Closed,,tamara,IOM,Active,ACTED,260 - 2600118,Gaza - Northern Remal,2026-05-12,12/05/26,ACTED,PRM,2026-05-10,10-05-26,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,,,27,36,,,63,0,27,36,No,63,,,,,,,,,,Other,site improvement and maintenance - CFW,other site improvement and maintenance - CFW,No Items,,,,,,,,,,,0,"Awareness sessions on Cash for Work activities, including registration procedures, beneficiary selection criteria, and vulnerability-based targeting mechanisms for maintenance interventions.",,,,
40161778572763408N,GZA4962,Al-Hayat 2,https://app.zitemanager.org/#/sites/51309/submission-case-detail/40161778572763408N,2026-06-08,Closed,,tamara,IOM,Active,ACTED,260 - 2600118,Gaza - Northern Remal,2026-05-12,12/05/26,ACTED,PRM,2026-05-10,10-05-26,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,,,37,14,,,51,3,37,14,No,51,,,,,,,,,,Other,site improvement and maintenance - CFW,other site improvement and maintenance - CFW,No Items,,,,,,,,,,,0,"Awareness sessions on Cash for Work activities, including registration procedures, beneficiary selection criteria, and vulnerability-based targeting mechanisms for maintenance interventions.",,,,
40161778656267366N,GZA4726,Is'ad Al-Tufula Site,https://app.zitemanager.org/#/sites/47183/submission-case-detail/40161778656267366N,2026-06-08,Closed,,tamara,IOM,Active,ACTED,260 - 2600120,Gaza - Ad Darraj,2026-05-13,13/05/26,ACTED,PRM,2026-05-10,10-05-26,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,,,37,31,,,68,3,37,31,No,68,,,,,,,,,,Other,site improvement and maintenance - CFW,other site improvement and maintenance - CFW,No Items,,,,,,,,,,,0,"Awareness sessions on Cash for Work activities, including registration procedures, beneficiary selection criteria, and vulnerability-based targeting mechanisms for maintenance interventions.",,,,
40161778656610311M,GZA5311,Watan,https://app.zitemanager.org/#/sites/52055/submission-case-detail/40161778656610311M,2026-06-08,Closed,,tamara,IOM,Active,ACTED,260 - 2600120,Gaza - Ad Darraj,2026-05-13,13/05/26,ACTED,PRM,2026-05-10,10-05-26,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,,,23,22,3,,48,3,26,22,No,48,,,,,,,,,,Other,site improvement and maintenance - CFW,other site improvement and maintenance - CFW,No Items,,,,,,,,,,,0,"Awareness sessions on Cash for Work activities, including registration procedures, beneficiary selection criteria, and vulnerability-based targeting mechanisms for maintenance interventions.",,,,
40161778656947054Z,GZA4441,Ayam Almassrah Site,https://app.zitemanager.org/#/sites/42230/submission-case-detail/40161778656947054Z,2026-06-08,Closed,,tamara,IOM,Active,ACTED,260 - 2600118,Gaza - Northern Remal,2026-05-13,13/05/26,ACTED,PRM,2026-05-10,10-05-26,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,,,31,52,,2,85,2,31,54,No,85,,,,,,,,,,Other,site improvement and maintenance - CFW,other site improvement and maintenance - CFW,No Items,,,,,,,,,,,0,"Awareness sessions on Cash for Work activities, including registration procedures, beneficiary selection criteria, and vulnerability-based targeting mechanisms for maintenance interventions.",,,,
41741780904881040L,DEB0143,Sweed camp,https://app.zitemanager.org/#/sites/31326/submission-case-detail/41741780904881040L,2026-06-08,Closed,,bashar,IOM,Active,BLDA,265 - 2651094,Deir Al-Balah - Al Balad,2026-06-08,08/06/26,BLDA,PRM,2026-04-10,10-04-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,"The planned intervention aims to improve and sustain environmental hygiene conditions at the Al-Sweedy Site through two consecutive 35-day Cash-for-Work (CFW) cleaning campaign cycles. The activities will focus on waste collection, cleaning internal pathways and communal areas, and reducing environmental and public health risks, contributing to a cleaner, safer, and more dignified living environment for displaced residents.",,,,https://app.zitemanager.org/api/v2/generate-presigned-url/?object_key=Site_Improvement_Plan__-Maqbra_Al-Sweedy-10_47_14.xlsx&return_type=file
40161778657206079K,GZA0391,Palestine Secondary School for Boys Shelter,https://app.zitemanager.org/#/sites/31398/submission-case-detail/40161778657206079K,2026-06-08,Closed,,tamara,IOM,Active,ACTED,260 - 2600118,Gaza - Northern Remal,2026-05-13,13/05/26,ACTED,PRM,2026-05-10,10-05-26,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,,,20,35,,,55,1,20,35,No,55,,,,,,,,,,Other,site improvement and maintenance - CFW,other  site improvement and maintenance - CFW,No Items,,,,,,,,,,,0,"Awareness sessions on Cash for Work activities, including registration procedures, beneficiary selection criteria, and vulnerability-based targeting mechanisms for maintenance interventions.",,,,
40161778657618502K,GZA0393,Amir Al-Mansi School,https://app.zitemanager.org/#/sites/31399/submission-case-detail/40161778657618502K,2026-06-08,Closed,,tamara,IOM,Active,ACTED,260 - 2600118,Gaza - Northern Remal,2026-05-13,13/05/26,ACTED,PRM,2026-05-10,10-05-26,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,,,37,31,,,68,3,37,31,No,68,,,,,,,,,,Other,site improvement and maintenance - CFW,other site improvement and maintenance - CFW,No Items,,,,,,,,,,,0,"Awareness sessions on Cash for Work activities, including registration procedures, beneficiary selection criteria, and vulnerability-based targeting mechanisms for maintenance interventions.",,,,
71061779606534430D,GZA5311,Watan,https://app.zitemanager.org/#/sites/52055/submission-case-detail/71061779606534430D,2026-06-08,Closed,,abdullah90,IOM,Active,ACTED,260 - 2600120,Gaza - Ad Darraj,2026-05-24,24/05/26,ACTED,PRM,2026-05-17,17-05-26,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,,,,18,,2,20,0,0,20,No,20,,,,,,,,,,Health,,Health,No Items,,,,,,,,,,,0,"The Site Management team at ACTED internally coordinated with the Nutrition team to deliver first aid awareness sessions across the 10 sites supported by Site Management teams. These sessions were implemented as part of joint inter-sectoral collaboration to enhance community awareness on basic first aid and emergency response. 
The sessions aimed to: 
Enhance community engagement in site-level decision-making processes. 
Strengthen communication between community members and relevant committees. 
Support inclusive participation of vulnerable groups, including elderly women and Persons with Disabilities (PWDs). 
Overall, the sessions contributed to improving community representation and ensuring that feedback from residents is reflected in site-level coordination mechanisms.",,,,
40161779604203858O,GZA3314,Al Amal college,https://app.zitemanager.org/#/sites/32508/submission-case-detail/40161779604203858O,2026-06-08,Closed,,tamara,IOM,Active,ACTED,260 - 2600118,Gaza - Northern Remal,2026-05-24,24/05/26,ACTED,PRM,2026-05-19,19-05-26,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,,,,11,,,11,0,0,11,No,11,,,,,,,,,,Health,,Health,No Items,,,,,,,,,,,0,First aid sessions were conducted for women in sites to enhance their emergency response skills and basic first aid knowledge.,,,,
71061779606324408Z,GZA4726,Is'ad Al-Tufula Site,https://app.zitemanager.org/#/sites/47183/submission-case-detail/71061779606324408Z,2026-06-08,Closed,,abdullah90,IOM,Active,ACTED,260 - 2600120,Gaza - Ad Darraj,2026-05-24,24/05/26,ACTED,PRM,2026-05-17,17-05-26,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,,,,28,,2,30,1,0,30,No,30,,,,,,,,,,Health,,Health,No Items,,,,,,,,,,,0,"The Site Management team at ACTED internally coordinated with the Nutrition team to deliver first aid awareness sessions across the 10 sites supported by Site Management teams. These sessions were implemented as part of joint inter-sectoral collaboration to enhance community awareness on basic first aid and emergency response. 
The sessions aimed to: 
Enhance community engagement in site-level decision-making processes. 
Strengthen communication between community members and relevant committees. 
Support inclusive participation of vulnerable groups, including elderly women and Persons with Disabilities (PWDs). 
Overall, the sessions contributed to improving community representation and ensuring that feedback from residents is reflected in site-level coordination mechanisms.",,,,
41741778526361149D,DEB4920,Bait Lahea Camp,https://app.zitemanager.org/#/sites/51151/submission-case-detail/41741778526361149D,2026-06-08,Closed,,bashar,IOM,Active,BLDA,265 - 2650577,Deir Al-Balah - As Sahabah,2026-05-11,11/05/26,BLDA,PRM,2026-05-10,10-05-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,"The planned intervention at Bait Lahia Camp aims to improve site conditions through ground levelling and sand spreading in water-affected areas, alongside two consecutive 35-day Cash-for-Work (CFW) cleaning campaign cycles. The intervention will help reduce water accumulation, improve safe access and mobility, enhance environmental hygiene conditions, and create a cleaner, safer, and more dignified living environment for displaced residents.",,,,https://app.zitemanager.org/api/v2/generate-presigned-url/?object_key=Site_Improvement_Plan__-_Bait_Lahia-10_53_51.xlsx&return_type=file
40161779605582402D,GZA4124,Housing the building of the Insurance and Pensions Authority,https://app.zitemanager.org/#/sites/38245/submission-case-detail/40161779605582402D,2026-06-08,Closed,,tamara,IOM,Active,ACTED,260 - 2600118,Gaza - Northern Remal,2026-05-24,24/05/26,ACTED,PRM,2026-05-19,19-05-26,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,,,,22,,,22,4,0,22,No,22,,,,,,,,,,Health,,Health,No Items,,,,,,,,,,,0,First aid sessions were conducted for women in sites to enhance their emergency response skills and basic first aid knowledge.,,,,
71061779606730420R,GZA4441,Ayam Almassrah Site,https://app.zitemanager.org/#/sites/42230/submission-case-detail/71061779606730420R,2026-06-08,Closed,,abdullah90,IOM,Active,ACTED,260 - 2600118,Gaza - Northern Remal,2026-05-24,24/05/26,ACTED,PRM,2026-05-17,17-05-26,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,,,,27,,1,28,0,0,28,No,28,,,,,,,,,,Health,,Health,No Items,,,,,,,,,,,0,"The Site Management team at ACTED internally coordinated with the Nutrition team to deliver first aid awareness sessions across the 10 sites supported by Site Management teams. These sessions were implemented as part of joint inter-sectoral collaboration to enhance community awareness on basic first aid and emergency response. 
The sessions aimed to: 
Enhance community engagement in site-level decision-making processes. 
Strengthen communication between community members and relevant committees. 
Support inclusive participation of vulnerable groups, including elderly women and Persons with Disabilities (PWDs). 
Overall, the sessions contributed to improving community representation and ensuring that feedback from residents is reflected in site-level coordination mechanisms.",,,,
40161779607269452R,GZA4962,Al-Hayat 2,https://app.zitemanager.org/#/sites/51309/submission-case-detail/40161779607269452R,2026-06-08,Closed,,tamara,IOM,Active,ACTED,260 - 2600118,Gaza - Northern Remal,2026-05-24,24/05/26,ACTED,PRM,2026-05-18,18-05-26,Community Participation and Representation,Community or Committee Meeting,,,5,4,0,0,9,1,5,4,,9,,,,,,,,,"Site Management Committee Establishment, Coordination or Planning",,,committee_planning,,,,,,,,,,,,,"The team clarified that the meeting aimed to strengthen coordination with the site representative and committees, discuss current challenges, and explore future interventions to support displaced families. Participants explained that site organization improved significantly after activating the committees and distributing responsibilities.

Key concerns raised included the urgent need for community kitchens and bread support, the lack of a proper sewage network causing wastewater leakage toward the site, the spread of rodents, and the poor condition of approximately 30 tents requiring replacement. Participants also highlighted the need for a dedicated activity space and recommended closing the open pathway between Al Haya Site and Al Mamounia School to improve privacy and protection for residents.

The team emphasized ongoing coordination with partners to support displacement sites according to available capacity and confirmed the importance of continuing regular coordination meetings with site representatives and committees.",,,,
41741780905427488B,DEB4920,Bait Lahea Camp,https://app.zitemanager.org/#/sites/51151/submission-case-detail/41741780905427488B,2026-06-08,Closed,,bashar,IOM,Active,BLDA,265 - 2650577,Deir Al-Balah - As Sahabah,2026-06-08,08/06/26,BLDA,PRM,2026-05-24,24-05-26,Site Environment Improvements,"Site improvements, Care and Maintenance",,,5,2,0,0,7,0,5,2,,7,,,,,,,,,,Site Safety & Access Improvements,,site_access,Toolkits,,,,,,,,,50,,0,"The first 35-day Cash-for-Work (CFW) cleaning campaign was successfully completed at Bait Lahia Camp, contributing to improved environmental hygiene and overall site conditions. Through regular cleaning of communal areas and waste collection activities, the intervention helped reduce environmental and public health risks, enhanced site cleanliness, and promoted a safer and more dignified living environment for displaced residents.",https://app.zitemanager.org/api/v2/generate-presigned-url/?object_key=بيت_لاهيا-01-10_56_57.jpg&return_type=file,https://app.zitemanager.org/api/v2/generate-presigned-url/?object_key=بيت_لاهيا-03-10_57_1.jpg&return_type=file,,
40161779607017427T,GZA4962,Al-Hayat 2,https://app.zitemanager.org/#/sites/51309/submission-case-detail/40161779607017427T,2026-06-08,Closed,,tamara,IOM,Active,ACTED,260 - 2600118,Gaza - Northern Remal,2026-05-24,24/05/26,ACTED,PRM,2026-05-18,18-05-26,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,,,,14,,,14,0,0,14,No,14,,,,,,,,,,Health,,Health,No Items,,,,,,,,,,,0,First aid sessions were conducted for women in sites to enhance their emergency response skills and basic first aid knowledge.,,,,
71061779603874373I,GZA0391,Palestine Secondary School for Boys Shelter,https://app.zitemanager.org/#/sites/31398/submission-case-detail/71061779603874373I,2026-06-08,Closed,,abdullah90,IOM,Active,ACTED,260 - 2600118,Gaza - Northern Remal,2026-05-24,24/05/26,ACTED,PRM,2026-05-18,18-05-26,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,,,,22,,,22,0,0,22,No,22,,,,,,,,,,Health,,Health,No Items,,,,,,,,,,,0,"The Site Management team at ACTED internally coordinated with the Nutrition team to deliver first aid awareness sessions across the 10 sites supported by Site Management teams. These sessions were implemented as part of joint inter-sectoral collaboration to enhance community awareness on basic first aid and emergency response. 
The sessions aimed to: 
Enhance community engagement in site-level decision-making processes. 
Strengthen communication between community members and relevant committees. 
Support inclusive participation of vulnerable groups, including elderly women and Persons with Disabilities (PWDs). 
Overall, the sessions contributed to improving community representation and ensuring that feedback from residents is reflected in site-level coordination mechanisms.",,,,
41741780826875374G,DEB3454,Abu Mishaal,https://app.zitemanager.org/#/sites/33492/submission-case-detail/41741780826875374G,2026-06-08,Closed,,bashar,IOM,Active,BLDA,265 - 26510152,Deir Al-Balah - Deir Al Balah (south),2026-06-07,07/06/26,BLDA,PRM,2026-05-24,24-05-26,Site Environment Improvements,"Site improvements, Care and Maintenance",,,5,2,0,0,7,0,5,2,,7,,,,,,,,,,Site Safety & Access Improvements,,site_access,Toolkits,,,,,,,,,50,,0,"A 35-day Cleaning Campaign was successfully implemented through a Cash-for-Work (CFW) modality, engaging workers from the displaced community in daily site cleaning and solid waste collection activities. The collected waste was transported using animal-drawn carts and safely disposed of at the approved landfill, contributing to improved cleanliness and environmental health conditions within the site.",https://app.zitemanager.org/api/v2/generate-presigned-url/?object_key=20-04-2026-13_5_29.jpg&return_type=file,https://app.zitemanager.org/api/v2/generate-presigned-url/?object_key=7-05-2026-13_5_32.jpg&return_type=file,https://app.zitemanager.org/api/v2/generate-presigned-url/?object_key=27-04-2026-13_5_36.jpg&return_type=file,
71061779603944633V,GZA0393,Amir Al-Mansi School,https://app.zitemanager.org/#/sites/31399/submission-case-detail/71061779603944633V,2026-06-08,Closed,,abdullah90,IOM,Active,ACTED,260 - 2600118,Gaza - Northern Remal,2026-05-24,24/05/26,ACTED,PRM,2026-05-18,18-05-26,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,,,,25,,,25,0,0,25,No,25,,,,,,,,,,Health,,Health,No Items,,,,,,,,,,,0,"The Site Management team at ACTED internally coordinated with the Nutrition team to deliver first aid awareness sessions across the 10 sites supported by Site Management teams. These sessions were implemented as part of joint inter-sectoral collaboration to enhance community awareness on basic first aid and emergency response. 
The sessions aimed to: 
Enhance community engagement in site-level decision-making processes. 
Strengthen communication between community members and relevant committees. 
Support inclusive participation of vulnerable groups, including elderly women and Persons with Disabilities (PWDs). 
Overall, the sessions contributed to improving community representation and ensuring that feedback from residents is reflected in site-level coordination mechanisms.",,,,
41741780904579677Y,DEB0477,Arb abu salim shelter,https://app.zitemanager.org/#/sites/31430/submission-case-detail/41741780904579677Y,2026-06-08,Closed,,bashar,IOM,Active,BLDA,265 - 2651093,Deir Al-Balah - Al Hikr,2026-06-08,08/06/26,BLDA,PRM,2026-05-24,24-05-26,Site Environment Improvements,"Site improvements, Care and Maintenance",,,5,2,0,0,7,0,5,2,,7,,,,,,,,,,Site Safety & Access Improvements,,site_access,Toolkits,,,,,,,,,50,,0,"A 35-day Cash-for-Work (CFW) cleaning campaign was implemented at the Ard Abu-Saleem site to improve environmental and public health conditions for displaced families. The intervention focused on cleaning pathways and common areas, collecting and removing solid waste, and reducing environmental hazards associated with waste accumulation. The activity contributed to maintaining a cleaner, safer, and healthier living environment for residents while promoting community participation and improving overall site conditions.",https://app.zitemanager.org/api/v2/generate-presigned-url/?object_key=ابو_سليم-01-10_41_32.jpg&return_type=file,https://app.zitemanager.org/api/v2/generate-presigned-url/?object_key=ابو_سليم-03-10_41_36.jpg&return_type=file,,
41741780905056039C,DEB0143,Sweed camp,https://app.zitemanager.org/#/sites/31326/submission-case-detail/41741780905056039C,2026-06-08,Closed,,bashar,IOM,Active,BLDA,265 - 2651094,Deir Al-Balah - Al Balad,2026-06-08,08/06/26,BLDA,PRM,2026-05-24,24-05-26,Site Environment Improvements,"Site improvements, Care and Maintenance",,,5,2,0,0,7,0,5,2,,7,,,,,,,,,,Site Safety & Access Improvements,,site_access,Toolkits,,,,,,,,,50,,0,"The first 35-day Cash-for-Work (CFW) cleaning campaign was successfully implemented at the Al-Sweedy Site, focusing on cleaning internal pathways and communal areas, collecting and removing solid waste, and improving overall environmental hygiene conditions. The intervention contributed to reducing public health and environmental risks, enhancing site cleanliness, and creating a safer and more dignified living environment for displaced residents through active community participation.",https://app.zitemanager.org/api/v2/generate-presigned-url/?object_key=مقبرة_سويدي-01-10_50_22.jpg&return_type=file,https://app.zitemanager.org/api/v2/generate-presigned-url/?object_key=مقبرة_سويدي-03-10_50_25.jpg&return_type=file,https://app.zitemanager.org/api/v2/generate-presigned-url/?object_key=مقبرة_سويدي-04-10_50_31.jpg&return_type=file,
40161779608130484K,GZA4122,Al Buraq School and Camp,https://app.zitemanager.org/#/sites/38243/submission-case-detail/40161779608130484K,2026-06-08,Closed,,tamara,IOM,Active,ACTED,260 - 2600118,Gaza - Northern Remal,2026-05-24,24/05/26,ACTED,PRM,2026-05-19,19-05-26,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,,,,21,,0,21,2,0,21,No,21,,,,,,,,,,Health,,Health,No Items,,,,,,,,,,,0,First aid sessions were conducted for women in IOM-managed sites to enhance their emergency response skills and basic first aid knowledge.,,,,
40151779016174371G,KYS0947,Al-rimal Al-Thahabiea,https://app.zitemanager.org/#/sites/31532/submission-case-detail/40151779016174371G,2026-06-08,Closed,,malmaqadma,IOM,Active,ACTED,270 - 27002154,Khan Younis - Al Mawasi,2026-05-17,17/05/26,ACTED,PRM,2026-05-10,10-05-26,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,,,45,25,,,70,4,45,25,Yes,70,1,,,,,,1,,,Other,CFW awareness session,other CFW awareness session,No Items,,,,,,,,,,,0,A CFW awareness session was conducted for IDPs to introduce the Cash for Work activity. The session also included guidance on how to properly fill out and submit the application form.,,,,
40151779016503357U,KYS0805,Al-Shaheed Jameel,https://app.zitemanager.org/#/sites/31493/submission-case-detail/40151779016503357U,2026-06-08,Closed,,malmaqadma,IOM,Active,ACTED,270 - 27002154,Khan Younis - Al Mawasi,2026-05-17,17/05/26,ACTED,PRM,2026-05-10,10-05-26,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,,,34,18,,,52,0,34,18,Yes,52,,1,,,1,1,3,,,Other,CFW awareness session,other CFW awareness session,No Items,,,,,,,,,,,0,A CFW awareness session was conducted for IDPs to introduce the Cash for Work activity. The session also included guidance on how to properly fill out and submit the application form.,,,,
40151779015901362E,KYS1713,Al-Fedaa site,https://app.zitemanager.org/#/sites/31749/submission-case-detail/40151779015901362E,2026-06-08,Closed,,malmaqadma,IOM,Active,ACTED,270 - 27002154,Khan Younis - Al Mawasi,2026-05-17,17/05/26,ACTED,PRM,2026-05-10,10-05-26,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,,,44,42,,,86,4,44,42,Yes,86,2,,,,,,2,,,Other,CFW awareness session,other CFW awareness session,No Items,,,,,,,,,,,0,A CFW awareness session was conducted for IDPs to introduce the Cash for Work activity. The session also included guidance on how to properly fill out and submit the application form.,,,,
40151779015278345M,KYS0835,Yafa Site,https://app.zitemanager.org/#/sites/31507/submission-case-detail/40151779015278345M,2026-06-08,Closed,,malmaqadma,IOM,Active,ACTED,270 - 27002154,Khan Younis - Al Mawasi,2026-05-17,17/05/26,ACTED,PRM,2026-05-10,10-05-26,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,,,38,15,,,53,1,38,15,Yes,53,1,,,,2,,3,,,Other,CFW awareness session,other CFW awareness session,No Items,,,,,,,,,,,0,A CFW awareness session was conducted for IDPs to introduce the Cash for Work activity. The session also included guidance on how to properly fill out and submit the application form.,,,,
40151779016097539N,KYS0825,Al-Jawhari,https://app.zitemanager.org/#/sites/31498/submission-case-detail/40151779016097539N,2026-06-08,Closed,,malmaqadma,IOM,Active,ACTED,270 - 27002154,Khan Younis - Al Mawasi,2026-05-17,17/05/26,ACTED,PRM,2026-05-10,10-05-26,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,,,16,39,,,55,0,16,39,Yes,55,2,1,,,2,1,6,,,Other,CFW awareness session,other CFW awareness session,No Items,,,,,,,,,,,0,A CFW awareness session was conducted for IDPs to introduce the Cash for Work activity. The session also included guidance on how to properly fill out and submit the application form.,,,,
47941780908136145N,KYS1715,Al-Quds,https://app.zitemanager.org/#/sites/31751/submission-case-detail/47941780908136145N,2026-06-08,Closed,,bisan_harb,IOM,Active,ACTED,270 - 27002154,Khan Younis - Al Mawasi,2026-06-08,08/06/26,ACTED,PRM,2026-06-07,07-06-26,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,,,13,6,,,19,2,13,6,No,19,,,,,,,,,,CFM (Complaint Feedback Mechanisms),,CFM,Brochures/Leaflets,,19,,,,,,,,,19,"To raise awareness among Cash-for-Work participants about ACTED’s Feedback and Complaint Mechanism, ensuring they know how to safely submit feedback, complaints, or suggestions, and promoting transparency, accountability, and effective communication throughout project implementation.",,,,
5751781173684144Z,DEB3489,Abu Shmeis,https://app.zitemanager.org/#/sites/33515/submission-case-detail/5751781173684144Z,2026-06-11,Closed,,harresyakubi,IOM,Active,NRC,265 - 2650579,Deir Al-Balah - Al Awda,2026-06-11,,NRC,PRM,2026-04-13,13-04-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751781173684834Y,KYS4223,Al-Amal Site,https://app.zitemanager.org/#/sites/39853/submission-case-detail/5751781173684834Y,2026-06-11,Closed,,harresyakubi,IOM,Active,NRC,270 - 27002154,Khan Younis - Al Mawasi,2026-06-11,,NRC,PRM,2026-04-13,13-04-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751781173686009W,KYS3920,Al-Ard Al-tayiba,https://app.zitemanager.org/#/sites/32798/submission-case-detail/5751781173686009W,2026-06-11,Closed,,harresyakubi,IOM,Active,NRC,270 - 27002105,Khan Younis - At Tahrir,2026-06-11,,NRC,PRM,2026-04-13,13-04-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751781173686574C,DEB3466,Al-Akhwa Site,https://app.zitemanager.org/#/sites/32580/submission-case-detail/5751781173686574C,2026-06-11,Closed,,harresyakubi,IOM,Active,NRC,265 - 26501147,Deir Al-Balah - An Nuseirat,2026-06-11,,NRC,PRM,2026-04-13,13-04-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
